person_id,age,income,employment_status,education_level
P000000748,34,26900,Retired,High School
P000000749,41,47000,Employed,Bachelor
P000000750,38,38300,Self-Employed,Associate
P000000751,51,84800,Employed,Master
P000000752,27,30900,Employed,Associate
P000000753,72,47300,Retired,Bachelor
P000000754,43,55300,Employed,Bachelor
P000000755,56,34900,Self-Employed,Associate
P000000756,20,22900,Employed,Bachelor
P000000757,44,54800,Employed,Bachelor
P000000758,19,36800,Student,PhD
P000000759,38,47300,Self-Employed,Associate
P000000760,32,42000,Unemployed,Master
P000000761,30,36300,Employed,Bachelor
P000000762,40,44400,Employed,Associate
P000000763,23,18000,Student,Associate
P000000764,42,52400,Retired,Bachelor
P000000765,22,20000,Unemployed,Bachelor
P000000766,46,35700,Employed,High School
P000000767,45,96100,Employed,PhD
P000000768,52,69400,Retired,Master
P000000769,37,36100,Employed,High School
P000000770,29,32900,Unemployed,Bachelor
P000000771,24,28600,Student,Master
P000000772,39,78100,Employed,PhD
P000000773,25,50500,Student,Master
P000000774,51,46700,Employed,Associate
P000000775,45,51900,Employed,Associate
P000000776,-5,3000,Employed,Bachelor
P000000777,34,45400,Employed,Master
P000000778,44,52100,Self-Employed,Bachelor
P000000779,25
P000000780,29,25000,Retired,High School
P000000781,30,28100,Employed,Associate
P000000782,35,34900,Employed,High School
P000000783,28,50800,Employed,Master
P000000784,23,25500,Employed,Master
P000000785,58,70500,Employed,Master
P000000786,38,52200,Self-Employed,Bachelor
P000000787,47,64400,Retired,Master
P000000788,18,25600,Employed,Master
P000000789,52,41900,Employed,Associate
P000000790,38,62400,Employed,Master
P000000791,23,40100,Unemployed,PhD
P000000792,36,68500,Employed,Master
P000000793,60,78100,Employed,PhD
P000000794,44,69400,Self-Employed,Master
P000000795,39,42100,Employed,Associate
P000000796,46,50600,Employed,Bachelor
P000000797,50,59200,Employed,Bachelor
P000000798,54,71000,Employed,Master
P000000799,44,35800,Self-Employed,High School
P000000800,61,64200,Retired,Master
P000000801,41,91400,Employed,PhD
P000000802,62,45700,Self-Employed,Bachelor
P000000803,21,19400,Student,Bachelor
P000000804,37,57600,Unemployed,Bachelor
P000000805,53,54100,Employed,Bachelor
P000000806,19,20600,Unemployed,Bachelor
P000000807,29,22900,Self-Employed,High School
P000000808,34,46900,Retired,Master
P000000809,35,77300,Employed,Master
P000000810,29,43800,Self-Employed,Master
P000000811,60,35900,Employed,Associate
P000000812,44,68900,Retired,Master
P000000813,49,41600,Unemployed,Associate
P000000814,42,46500,Unemployed,Bachelor
P000000815,40,52100,Student,Bachelor
P000000816,24,22200,Employed,Bachelor
P000000817,52,38800,Student,High School
P000000818,65,66100,Retired,Master
P000000819,26,26600,Employed,High School
P000000820,29,40000,Self-Employed,Bachelor
P000000821,46,64100,Employed,Master
P000000822,46,45400,Employed,Associate
P000000823,26,58800,Employed,PhD
P000000824,43,47800,Student,Associate
P000000825,40,35300,Unemployed,High School
P000000826,30,40200,Self-Employed,Bachelor
P000000827,59,43000,Retired,Associate
P000000828,24,24500,Employed,Master
P000000829,41,84500,Employed,PhD
P000000830,53,83400,Self-Employed,Master
P000000831,45,82200,Student,Master
P000000832,33,35900,Student,Bachelor
P000000833,43,37900,Employed,High School
P000000834,48,75100,Employed,Master
P000000835,55,50500,Employed,Bachelor
P000000836,35,37900,Employed,High School
P000000837,63,54200,Self-Employed,Bachelor
P000000838,36,72700,Retired,Master
P000000839,38,53500,Employed,Bachelor
P000000840,53,34600,Retired,High School
P000000841,54,40900,Employed,High School
P000000842,56,46600,Unemployed,Bachelor
P000000843,30,54600,Student,Master
P000000844,35,61000,Self-Employed,Master
P000000845,42,49800,Employed,Bachelor
P000000846,41,31200,Employed,High School
P000000847,59,35600,Employed,Associate
P000000848,35,30000,Employed,High School
P000000849,47,72500,Student,Master
P000000850,19,25200,Employed,Master
P000000851,68,59200,Employed,Master
P000000852,45,63800,Student,Bachelor
P000000853,45,58100,Employed,Bachelor
P000000854,23,32100,Unemployed,Master
P000000855,30,48000,Employed,Master
P000000856,48,56700,Self-Employed,Bachelor
P000000857,34,41400,Employed,Bachelor
P000000858,54,48000,Employed,Associate
P000000859,27,33300,Employed,Associate

P000000861,26,38100,Retired,Bachelor
P000000862,40,70800,Employed,Master
P000000863,38,55900,Employed,Bachelor
P000000864,43,46300,Self-Employed,Bachelor
P000000865,32,69000,Employed,PhD
P000000866,30,38300,Self-Employed,Bachelor
P000000867,23,25200,Employed,Master
P000000868,20,15100,Student,High School
P000000869,43,86700,Self-Employed,PhD
P000000870,36,42500,Employed,Associate
P000000871,37,75300,Retired,Master
P000000872,48,76700,Employed,Master
P000000873,46,53500,Student,Bachelor
P000000874,56,43000,Employed,Bachelor
P000000875,39,78600,Employed,PhD
P000000876,60,41900,Student,Bachelor
P000000877,30,21600,Self-Employed,High School
P000000878,20,37800,Student,PhD
P000000879,56,52600,Self-Employed,Bachelor
P000000880,50,51100,Self-Employed,Bachelor
P000000881,30,34100,Employed,Associate
P000000882,29,44100,Employed,Master
P000000883,43,84000,Employed,PhD
P000000884,38,75000,Employed,Master
P000000885,32,34300,Employed,Associate
P000000886,29,51300,Employed,Master
P000000887,50,55300,Student,Bachelor
P000000888,39,50700,Student,Bachelor
P000000889,40,78200,Retired,PhD
P000000890,35,81000,Employed,PhD
P000000891,40,52000,Self-Employed,Bachelor
P000000892,44,90400,Employed,PhD
P000000893,44,51200,Employed,Bachelor
P000000894,60,54900,Retired,Bachelor
P000000895,33,39300,Employed,Bachelor
P000000896,39,49100,Employed,Bachelor
P000000897,41,70600,Employed,Master
P000000898,21,20600,Student,Bachelor
P000000899,52,75400,Self-Employed,Master
P000000900,28,41700,Retired,Bachelor
P000000901,28,44200,Self-Employed,Master
P000000902,18,18000,Unemployed,Associate
P000000903,45,53000,Self-Employed,Associate
P000000904,28,23200,Employed,High School
P000000905,35,44600,Self-Employed,Bachelor
P000000906,32,68800,Employed,PhD
P000000907,40,58000,Employed,Bachelor
P000000908,26,45900,Unemployed,Master
P000000909,-5,3000,Employed,Bachelor
P000000910,39,41800,Employed,Associate
P000000911,43,78800,Employed,PhD
P000000912,34,63700,Self-Employed,PhD
P000000913,49,68800,Employed,Master
P000000914,38,55600,Employed,Bachelor
P000000915,55,70000,Retired,PhD
P000000916,31,41100,Employed,Bachelor
P000000917,40,68200,Employed,Master
P000000918,34,25000,Retired,High School
P000000919,25
P000000920,46,57000,Employed,Bachelor
P000000921,44,35100,Retired,High School
P000000922,23,15300,Employed,Associate
P000000923,48,96200,Unemployed,PhD
P000000924,41,57300,Employed,Bachelor
P000000925,31,37600,Unemployed,Bachelor
P000000926,48,39500,Employed,High School
P000000927,38,63500,Retired,Master
P000000928,38,47700,Employed,Bachelor
P000000929,25
P000000930,21,18600,Student,Associate
P000000931,39,45100,Employed,Bachelor
P000000932,23,27400,Student,Master
P000000933,24,29600,Student,Master
P000000934,60,66300,Self-Employed,Master
P000000935,28,52800,Retired,PhD
P000000936,40,38700,Employed,High School
P000000937,30,36300,Employed,Bachelor
P000000938,57,31100,Employed,High School
P000000939,26,57700,Employed,PhD
P000000940,27,26700,Self-Employed,High School
P000000941,52,43100,Employed,High School
P000000942,28,47400,Retired,Master
P000000943,29,55900,Employed,Master
P000000944,38,57400,Student,Bachelor
P000000945,49,59900,Employed,Bachelor
P000000946,38,54400,Employed,Bachelor
P000000947,43,61800,Employed,Master
P000000948,32,40800,Student,Bachelor
P000000949,39,54000,Unemployed,Bachelor
P000000950,31,55500,Employed,PhD
P000000951,36,42100,Employed,Associate
P000000952,46,85400,Employed,Master
P000000953,18,30300,Unemployed,PhD
P000000954,35,75700,Self-Employed,Master
P000000955,40,66800,Student,Master
P000000956,49,66300,Employed,Master
P000000957,49,51100,Employed,Associate
P000000958,58,44600,Retired,Bachelor
P000000959,27,48800,Employed,Master
P000000960,47,52000,Unemployed,Associate
P000000961,32,26700,Employed,Associate
P000000962,36,88300,Self-Employed,PhD
P000000963,32,23700,Unemployed,High School
P000000964,27,43000,Employed,Bachelor
P000000965,33,55000,Employed,PhD
P000000966,62,27300,Self-Employed,High School
P000000967,27,39900,Retired,Bachelor
P000000968,30,33000,Retired,Bachelor

P000000970,46,70900,Self-Employed,Master
P000000971,34,51700,Employed,Master
P000000972,49,42200,Student,High School
P000000973,41,36800,Unemployed,High School
P000000974,53,81300,Student,Master
P000000975,32,26300,Retired,Associate
P000000976,18,18300,Student,Associate
P000000977,37,29800,Unemployed,High School
P000000978,51,56400,Self-Employed,Bachelor
P000000979,45,38400,Retired,High School
P000000980,30,38700,Retired,Bachelor
P000000981,21,24500,Employed,Bachelor
P000000982,48,63700,Retired,Bachelor
P000000983,31,43500,Employed,Bachelor
P000000984,24,14200,Student,High School
P000000985,20,24500,Student,Bachelor
P000000986,51,55600,Employed,Bachelor
P000000987,34,43400,Self-Employed,Bachelor
P000000988,31,24900,Employed,High School
P000000989,44,58100,Retired,Master
P000000990,28,31400,Self-Employed,Associate
P000000991,40,69000,Retired,Master
P000000992,26,40700,Self-Employed,Bachelor
P000000993,62,58000,Employed,Master
P000000994,44,81900,Student,PhD
P000000995,46,60600,Employed,Bachelor
P000000996,50,93100,Employed,PhD
P000000997,26,23800,Student,High School
P000000998,69,50100,Employed,Bachelor
P000000999,46,62400,Employed,Bachelor
P000001000,28,23100,Student,High School
P000001001,39,80400,Retired,PhD
P000001002,38,51200,Self-Employed,Bachelor
P000001003,70,44800,Employed,Bachelor
P000001004,47,34200,Retired,High School
P000001005,42,70100,Employed,Master
P000001006,48,71100,Employed,Master
P000001007,39,47200,Unemployed,Bachelor
P000001008,35,61300,Employed,Master
P000001009,18,24400,Student,Bachelor
P000001010,21,15400,Unemployed,High School
P000001011,19,24400,Employed,Master
P000001012,50,43200,Employed,Associate
P000001013,36,45800,Student,Bachelor
P000001014,40,30200,Employed,High School
P000001015,31,54300,Employed,Master
P000001016,27,35000,Unemployed,Bachelor
P000001017,51,84500,Employed,Master
P000001018,33,63600,Student,PhD
P000001019,38,55800,Employed,Bachelor
P000001020,37,52500,Employed,Bachelor
P000001021,50,77300,Self-Employed,Master
P000001022,34,52300,Employed,PhD

P000001024,32,29000,Self-Employed,Associate
P000001025,22,23000,Employed,Bachelor
P000001026,33,26900,Employed,Associate
P000001027,34,24800,Employed,High School
P000001028,46,64200,Employed,Master
P000001029,53,72800,Unemployed,Master
P000001030,58,75000,Employed,PhD
P000001031,34,37300,Self-Employed,Bachelor
P000001032,39,74300,Unemployed,PhD
P000001033,52,62300,Student,Bachelor
P000001034,28,38000,Unemployed,Bachelor
P000001035,38,30900,Student,High School
P000001036,32,55100,Student,Master
P000001037,32,39800,Student,Bachelor
P000001038,57,41600,Retired,Bachelor
P000001039,49,49500,Employed,Associate
P000001040,56,32300,Retired,High School
P000001041,40,87700,Employed,PhD
P000001042,62,34700,Retired,High School
P000001043,23,13000,Student,High School
P000001044,18,15900,Student,High School
P000001045,34,42200,Unemployed,Master
P000001046,25
P000001047,45,57600,Unemployed,Bachelor
P000001048,45,85900,Employed,PhD
P000001049,58,36700,Employed,Associate
P000001050,-5,3000,Employed,Bachelor
P000001051,35,58300,Employed,Bachelor
P000001052,28,27000,Employed,High School
P000001053,49,53400,Employed,Bachelor
P000001054,40,59700,Student,Bachelor
P000001055,55,42800,Employed,Bachelor
P000001056,23,15300,Student,Associate
P000001057,51,42600,Self-Employed,Associate
P000001058,55,75300,Student,PhD
P000001059,36,91400,Retired,PhD
P000001060,46,79100,Unemployed,PhD
P000001061,27,33500,Employed,Bachelor
P000001062,25,37600,Retired,Bachelor
P000001063,39,73000,Student,PhD
P000001064,69,50400,Retired,Bachelor
P000001065,25,35300,Self-Employed,Bachelor
P000001066,31,27400,Self-Employed,High School
P000001067,37,89200,Unemployed,PhD
P000001068,18,24300,Student,Bachelor
P000001069,45,73900,Self-Employed,Master
P000001070,33,42700,Employed,Bachelor
P000001071,47,75800,Unemployed,Master
P000001072,22,14200,Student,High School
P000001073,42,54100,Student,Bachelor

P000001075,41,51100,Self-Employed,Bachelor
P000001076,43,30100,Employed,High School
P000001077,31,34000,Retired,Bachelor
P000001078,47,70600,Employed,Master
P000001079,27,60100,Retired,PhD
P000001080,35,85900,Employed,PhD
P000001081,48,66300,Employed,Bachelor
P000001082,61,34200,Self-Employed,Associate
P000001083,22,21900,Student,Bachelor
P000001084,30,49300,Student,Master
P000001085,36,70900,Employed,Master
P000001086,37,61900,Retired,Master
P000001087,68,50200,Retired,Bachelor
P000001088,38,76500,Self-Employed,Master
P000001089,40,89900,Employed,PhD
P000001090,41,34600,Retired,High School
P000001091,64,69200,Employed,Master
P000001092,26,38500,Student,Bachelor
P000001093,31,40800,Unemployed,Bachelor
P000001094,25,55600,Employed,Master
P000001095,34,69400,Self-Employed,PhD
P000001096,32,55900,Retired,Master
P000001097,42,56600,Self-Employed,Bachelor
P000001098,50,66000,Employed,Master
P000001099,34,33500,Employed,Bachelor
P000001100,47,89500,Retired,PhD
P000001101,50,91300,Employed,PhD
P000001102,38,46700,Employed,Bachelor
P000001103,27,35100,Employed,Bachelor
P000001104,36,44600,Unemployed,Bachelor
P000001105,21,28900,Student,Master
P000001106,38,38700,Self-Employed,Associate
P000001107,39,31600,Unemployed,High School
P000001108,31,43200,Employed,Master
P000001109,50,59800,Retired,Bachelor
P000001110,43,29100,Self-Employed,High School
P000001111,53,81600,Employed,Master
P000001112,34,66500,Employed,PhD
P000001113,43,46900,Unemployed,Bachelor
P000001114,32,42400,Self-Employed,Master
P000001115,19,36500,Employed,PhD
P000001116,48,42100,Employed,High School
P000001117,28,56100,Employed,Master
P000001118,40,64600,Retired,Master
P000001119,32,56600,Self-Employed,Master
P000001120,44,47200,Retired,Associate
P000001121,47,42000,Employed,High School
P000001122,37,48000,Retired,Bachelor
P000001123,37,44600,Employed,Associate
P000001124,30,24500,Employed,High School
P000001125,49,77500,Student,Master
P000001126,69,60800,Self-Employed,Master
P000001127,45,51000,Retired,Bachelor
P000001128,46,64100,Self-Employed,Bachelor
P000001129,51,84100,Retired,Master
P000001130,39,80800,Employed,PhD
P000001131,40,49800,Retired,Bachelor
P000001132,38,37600,Employed,Associate
P000001133,43,57600,Employed,Bachelor
P000001134,50,52700,Employed,Bachelor
P000001135,47,60500,Employed,Bachelor
P000001136,36,34300,Retired,High School
P000001137,41,68100,Employed,Master
P000001138,18,31700,Student,Master
P000001139,39,62600,Employed,Master
P000001140,43,54600,Employed,Bachelor
P000001141,62,27300,Self-Employed,High School
P000001142,53,83900,Employed,Master
P000001143,26,36400,Student,Bachelor
P000001144,32,32700,Employed,Associate
P000001145,46,56000,Self-Employed,Bachelor
P000001146,61,48200,Student,Bachelor
P000001147,40,53500,Student,Bachelor
P000001148,25,32300,Employed,Associate
P000001149,31,34000,Employed,Associate
P000001150,23,32100,Employed,Master
P000001151,27,35000,Self-Employed,Bachelor
P000001152,59,55600,Employed,Master
P000001153,39,87100,Employed,PhD
P000001154,19,22400,Student,Bachelor
P000001155,62,29400,Employed,High School
P000001156,35,63200,Employed,Master
P000001157,36,53200,Retired,Bachelor
P000001158,68,63000,Employed,Master
P000001159,39,76800,Employed,Master
P000001160,24,30500,Student,Master
P000001161,42,37200,Employed,Associate
P000001162,54,44200,Student,Associate
P000001163,54,42100,Employed,High School
P000001164,-5,3000,Employed,Bachelor
P000001165,46,58900,Employed,Bachelor
P000001166,66,44400,Self-Employed,Bachelor
P000001167,48,39800,Employed,High School
P000001168,23,15500,Student,High School
P000001169,37,44300,Unemployed,Bachelor
P000001170,46,78000,Self-Employed,Master
P000001171,64,48600,Retired,Bachelor
P000001172,43,42800,Self-Employed,Associate
P000001173,43,31300,Unemployed,High School
P000001174,36,50200,Self-Employed,Bachelor
P000001175,21,19300,Unemployed,Bachelor
P000001176,47,66400,Employed,Master
P000001177,32,27800,Employed,Associate
P000001178,37,39100,Retired,Associate
P000001179,42,40900,Employed,Associate
P000001180,53,72200,Unemployed,Master
P000001181,39,88300,Self-Employed,PhD
P000001182,59,40200,Employed,Associate
P000001183,33,33600,Employed,Associate
P000001184,60,55100,Employed,Bachelor
P000001185,-5,3000,Employed,Bachelor
P000001186,28,24200,Employed,High School
P000001187,38,56500,Student,Bachelor
P000001188,30,52000,Self-Employed,PhD
P000001189,66,74900,Self-Employed,PhD
P000001190,37,59000,Employed,Master
P000001191,30,21700,Employed,High School
P000001192,67,67200,Employed,Master
P000001193,53,58000,Employed,Bachelor
P000001194,43,54100,Retired,Bachelor
P000001195,27,43400,Self-Employed,Bachelor
P000001196,38,37800,Employed,Associate
P000001197,32,44000,Retired,Master
P000001198,30,55700,Employed,Master
P000001199,51,41700,Unemployed,High School
P000001200,26,51800,Employed,PhD
P000001201,36,58600,Self-Employed,Bachelor
P000001202,32,33800,Employed,Associate
P000001203,40,73700,Employed,PhD
P000001204,31,55700,Retired,PhD
P000001205,53,80100,Employed,PhD
P000001206,68,53100,Retired,Master
P000001207,46,64100,Employed,Bachelor
P000001208,34,39900,Unemployed,Bachelor
P000001209,49,105600,Employed,PhD
P000001210,29,55500,Employed,Master
P000001211,32,41100,Employed,Bachelor
P000001212,38,63600,Unemployed,Master
P000001213,56,30800,Employed,High School
P000001214,38,58100,Employed,Master
P000001215,61,87400,Employed,PhD
P000001216,34,32800,Employed,Bachelor
P000001217,28,41000,Retired,Bachelor
P000001218,40,29800,Unemployed,High School
P000001219,47,73900,Student,Master
P000001220,43,74700,Employed,PhD
P000001221,30,40900,Self-Employed,Bachelor
P000001222,35,72300,Employed,Master
P000001223,36,80200,Employed,PhD
P000001224,23,24000,Unemployed,Bachelor
P000001225,29,28900,Unemployed,Associate
P000001226,41,50400,Self-Employed,Bachelor
P000001227,26,33700,Unemployed,Bachelor
P000001228,30,68200,Employed,PhD
P000001229,37,38200,Employed,Associate
P000001230,46,43000,Employed,Associate
P000001231,46,54300,Self-Employed,Bachelor
P000001232,38,72300,Student,Master
P000001233,60,43400,Employed,Bachelor
P000001234,37,39400,Employed,Associate
P000001235,29,23300,Self-Employed,High School
P000001236,23,22900,Student,Bachelor
P000001237,22,39900,Student,PhD
P000001238,45,50800,Employed,Associate
P000001239,20,24300,Employed,Bachelor
P000001240,35,50300,Self-Employed,Bachelor
P000001241,56,71500,Self-Employed,Master
P000001242,30,65900,Employed,PhD
P000001243,32,59100,Student,PhD
P000001244,42,58200,Unemployed,Master
P000001245,48,43000,Self-Employed,High School
P000001246,35,32200,Employed,High School
P000001247,35,65000,Unemployed,Master
P000001248,57,35800,Student,Associate
P000001249,22,23400,Student,Bachelor
P000001250,-5,3000,Employed,Bachelor
P000001251,44,82200,Employed,PhD
P000001252,18,23300,Unemployed,Bachelor
P000001253,35,70600,Self-Employed,Master
P000001254,41,55700,Retired,Bachelor
P000001255,24,31900,Student,Master
P000001256,41,35000,Employed,High School
P000001257,25
P000001258,53,96100,Unemployed,PhD
P000001259,41,57800,Self-Employed,Master
P000001260,28,51600,Employed,Master
P000001261,25,38100,Employed,Bachelor
P000001262,31,49000,Retired,Master
P000001263,32,61600,Student,PhD
P000001264,39,38300,Self-Employed,Associate
P000001265,46,70800,Unemployed,Master
P000001266,53,63200,Student,Bachelor
P000001267,46,35300,Self-Employed,High School
P000001268,38,54100,Employed,Bachelor
P000001269,18,17900,Student,Associate
P000001270,33,39900,Employed,Bachelor
P000001271,62,56800,Retired,Master
P000001272,48,65100,Retired,Bachelor
P000001273,50,54300,Retired,Bachelor
P000001274,18,23000,Employed,Bachelor
P000001275,36,46700,Employed,Bachelor
P000001276,49,68900,Retired,Master
P000001277,38,46300,Employed,Bachelor
P000001278,22,22300,Unemployed,Bachelor
P000001279,42,46200,Self-Employed,Bachelor
P000001280,37,41400,Employed,Associate
P000001281,27,52800,Student,Master
P000001282,28,37400,Employed,Bachelor
P000001283,47,35000,Student,High School
P000001284,18,19300,Unemployed,Associate
P000001285,40,69400,Employed,Master
P000001286,34,34200,Unemployed,Bachelor
P000001287,47,61600,Retired,Bachelor
P000001288,20,24500,Student,Master
P000001289,46,83500,Self-Employed,Master
P000001290,36,34400,Employed,High School
P000001291,31,52200,Employed,Master
P000001292,42,59000,Self-Employed,Bachelor
P000001293,47,52500,Employed,Bachelor
P000001294,49,50000,Student,Bachelor
P000001295,44,37800,Self-Employed,High School
P000001296,45,41800,Student,High School
P000001297,18,20100,Unemployed,Bachelor
P000001298,47,74500,Retired,Master
P000001299,43,52400,Employed,Bachelor
P000001300,31,26300,Retired,Associate
P000001301,40,50000,Student,Bachelor
P000001302,49,40300,Unemployed,High School
P000001303,twentyfive,3000,Employed,Bachelor
P000001304,52,101700,Retired,PhD
P000001305,69,46700,Retired,Bachelor
P000001306,28,41200,Employed,Bachelor
P000001307,61,48800,Unemployed,Bachelor
P000001308,53,51800,Employed,Bachelor
P000001309,46,65300,Student,Bachelor
P000001310,51,46600,Employed,Associate
P000001311,48,41500,Employed,High School
P000001312,46,57800,Employed,Bachelor
P000001313,43,79300,Retired,PhD
P000001314,33,43600,Unemployed,Master
P000001315,34,35600,Retired,Bachelor
P000001316,49,35100,Student,High School
P000001317,36,46400,Self-Employed,Bachelor
P000001318,-5,3000,Employed,Bachelor
P000001319,46,61000,Self-Employed,Bachelor
P000001320,28,22700,Employed,High School
P000001321,52,41100,Employed,High School
P000001322,28,35800,Employed,Bachelor
P000001323,43,53800,Employed,Bachelor
P000001324,31,37200,Retired,Bachelor
P000001325,64,35800,Retired,Associate
P000001326,58,45100,Employed,Bachelor
P000001327,62,52700,Retired,Bachelor
P000001328,24,30400,Unemployed,PhD
P000001329,21,25200,Student,Bachelor
P000001330,24,25500,Employed,Master
P000001331,45,41900,Unemployed,Associate
P000001332,23,22600,Student,Bachelor
P000001333,44,57300,Student,Bachelor
P000001334,36,87800,Student,PhD
P000001335,32,38500,Employed,Bachelor
P000001336,52,42800,Unemployed,Associate
P000001337,29,30900,Employed,Associate
P000001338,31,23600,Employed,High School
P000001339,26,37300,Employed,Bachelor
P000001340,41,46100,Student,Associate
P000001341,47,58000,Employed,Bachelor
P000001342,36,37000,Unemployed,High School
P000001343,37,54900,Employed,Bachelor
P000001344,36,72600,Retired,Master
P000001345,35,38000,Self-Employed,Associate
P000001346,61,55200,Employed,Bachelor
P000001347,54,57500,Employed,Bachelor
P000001348,52,80100,Employed,PhD
P000001349,29,47400,Employed,Master
P000001350,43,38500,Employed,High School
P000001351,32,26600,Retired,High School
P000001352,36,40200,Self-Employed,Associate
P000001353,60,55700,Retired,Master
P000001354,51,86100,Self-Employed,Master
P000001355,47,58900,Employed,Bachelor
P000001356,27,36000,Self-Employed,Bachelor
P000001357,47,86600,Student,Master
P000001358,39,74100,Employed,Master
P000001359,44,44500,Retired,Bachelor
P000001360,twentyfive,3000,Employed,Bachelor
P000001361,35,40600,Employed,Associate
P000001362,52,56300,Employed,Bachelor
P000001363,39,44400,Retired,Bachelor
P000001364,38,65100,Employed,Master
P000001365,49,84800,Unemployed,Master
P000001366,25
P000001367,33,28000,Retired,High School
P000001368,35,87300,Retired,PhD
P000001369,27,41700,Employed,Bachelor
P000001370,25,22700,Employed,High School
P000001371,27,51200,Retired,Master
P000001372,31,43700,Student,Master
P000001373,52,104300,Student,PhD
P000001374,36,58400,Unemployed,Master
P000001375,23,31300,Unemployed,PhD
P000001376,24,12400,Student,High School
P000001377,31,41000,Self-Employed,Bachelor
P000001378,43,55400,Employed,Bachelor
P000001379,40,67300,Retired,Master
P000001380,42,63800,Employed,Master
P000001381,53,56400,Retired,Bachelor
P000001382,32,36700,Unemployed,Bachelor
P000001383,19,31000,Student,Master
P000001384,40,44500,Employed,Associate
P000001385,45,66800,Employed,Master
P000001386,43,70500,Unemployed,Master
P000001387,59,78300,Employed,PhD
P000001388,37,46100,Self-Employed,Bachelor
P000001389,67,31000,Retired,High School
P000001390,32,63500,Employed,PhD
P000001391,37,53700,Employed,Bachelor
P000001392,32,38700,Unemployed,Bachelor
P000001393,45,79300,Unemployed,Master
P000001394,52,43800,Employed,Associate
P000001395,36,49800,Employed,Bachelor
P000001396,46,38100,Employed,High School
P000001397,35,35600,Employed,Associate
P000001398,37,48900,Employed,Bachelor
P000001399,46,82200,Self-Employed,PhD
P000001400,28,43400,Student,Bachelor
P000001401,39,64500,Student,Master
P000001402,21,19400,Employed,Bachelor
P000001403,50,39400,Employed,High School
P000001404,21,32200,Unemployed,Master
P000001405,39,59900,Student,Master
P000001406,23,21400,Student,Bachelor
P000001407,40,55200,Student,Bachelor
P000001408,33,55400,Retired,Master
P000001409,44,66100,Unemployed,Master
P000001410,42,58600,Student,Bachelor
P000001411,42,58200,Employed,Bachelor
P000001412,25
P000001413,28,41200,Student,Bachelor
P000001414,41,56300,Retired,Bachelor
P000001415,41,53700,Student,Bachelor
P000001416,45,39600,Self-Employed,Associate
P000001417,43,34500,Self-Employed,High School
P000001418,43,40100,Employed,Associate
P000001419,25,N/A,Employed,Bachelor
P000001420,47,53600,Unemployed,Bachelor
P000001421,47,73900,Employed,Master
P000001422,32,34400,Student,Bachelor
P000001423,41,48000,Retired,Bachelor
P000001424,35,54900,Retired,Bachelor
P000001425,21,13600,Student,High School
P000001426,21,19000,Student,Associate
P000001427,36,49800,Employed,Bachelor
P000001428,34,38500,Student,Bachelor
P000001429,48,64900,Unemployed,Bachelor
P000001430,38,80900,Unemployed,PhD
P000001431,37,54400,Student,Bachelor
P000001432,18,21200,Unemployed,Bachelor
P000001433,68,53800,Employed,Bachelor
P000001434,36,68100,Employed,Master
P000001435,22,20500,Unemployed,Bachelor
P000001436,56,38100,Employed,Associate
P000001437,43,76600,Employed,Master
P000001438,44,56300,Employed,Bachelor
P000001439,25,51400,Employed,Master
P000001440,45,81600,Retired,Master
P000001441,56,80700,Unemployed,PhD
P000001442,29,35600,Employed,Bachelor
P000001443,44,60300,Unemployed,Master
P000001444,32,35100,Self-Employed,Bachelor
P000001445,30,27200,Student,High School
P000001446,41,41300,Employed,Associate
P000001447,48,65700,Employed,Bachelor
P000001448,35,39300,Employed,Associate
P000001449,54,76000,Employed,Master
P000001450,37,60900,Unemployed,Master
P000001451,25,27600,Retired,High School
P000001452,46,34800,Retired,High School
P000001453,32,54000,Student,Master
P000001454,56,71900,Retired,PhD
P000001455,32,35800,Student,Bachelor
P000001456,36,54600,Employed,Bachelor
P000001457,25
P000001458,22,19000,Unemployed,Bachelor
P000001459,40,60100,Retired,Master
P000001460,41,32700,Retired,High School
P000001461,33,45800,Employed,Master
P000001462,51,52800,Employed,Bachelor
P000001463,57,41200,Self-Employed,Bachelor
P000001464,34,61800,Student,PhD
P000001465,35,73100,Employed,Master
P000001466,43,40200,Student,Associate
P000001467,67,54400,Self-Employed,Bachelor
P000001468,38,40900,Retired,Associate
P000001469,47,60100,Employed,Bachelor
P000001470,25
P000001471,46,75500,Unemployed,Master
P000001472,52,42300,Retired,Associate
P000001473,36,46400,Student,Associate
P000001474,55,69600,Unemployed,PhD
P000001475,46,52600,Employed,Bachelor
P000001476,64,50100,Employed,Bachelor
P000001477,53,50800,Employed,Bachelor
P000001478,60,84400,Employed,PhD
P000001479,20,23500,Employed,Bachelor
P000001480,44,91500,Employed,PhD
P000001481,35,95400,Unemployed,PhD
P000001482,49,57700,Unemployed,Bachelor
P000001483,34,21100,Retired,High School
P000001484,30,39100,Employed,Bachelor
P000001485,28,41000,Employed,Bachelor
P000001486,39,69100,Retired,Master
P000001487,18,28100,Student,Master
P000001488,33,42800,Employed,Bachelor
P000001489,28,69800,Student,PhD
P000001490,31,50500,Employed,Master
P000001491,40,87100,Employed,PhD
P000001492,45,57100,Employed,Bachelor
P000001493,72,57200,Retired,Master
P000001494,33,38300,Retired,Bachelor
P000001495,24,24300,Student,Master
P000001496,59,73700,Employed,PhD
P000001497,35,61700,Employed,Master
